@RELATION comment
@ATTRIBUTE comm string
@ATTRIBUTE ratiopos numeric
@ATTRIBUTE rationeg numeric
@attribute classe {-1,1}
@data
"really well made always made sensible favourite won represent least thousand better going other Indian lacking sometimes even wrong played very important not even credited too not mentioned not given even won not even single cast not Hindi Marathi thankfully not get tangled glitzy half-witted real soulful made rare roughly translated two two actually very simple not venture many very difficult direct entire set non-descript remote rarely far two female aesthetic one introduced entire preparing hard working full happy wanting simple However wedding fatal bear tragic major strong working fallen apart make meet still easier half-heartedly forget make evil outcast off made work home However wedding not come meet not allow not allow completely return unfortunate out beloved return stand face together not required necessary sufficient never told subtle tell there know just bare profound responsible respectful respectful not think mental four old first marvelous forward well researched good bound like ",45, 54,1
"perfectly cast middle build all reasonable blown countless original many great even somewhat thin sure entertain late definite down sounded quite excessive 1948 perhaps achieve 100 00 least 50 00 certainly 25 00 ",45, 54,1
"maybe little far not bad actually pretty good n't like n't see little slow maybe then up pretty funny even few heart-wrenching gone get Also got pretty good so much private so wrong private national too n't mind eat up not doing just poor white really not just rich glamous living Leave ",45, 54,1
"forgiven think Finnish no good directing American especially one entirely located see prove wrong produced 80 made more fitting modern really notice nowadays practically accustomed 100m unfortunately dominating first major least nowadays considered stellar cast still most Nordic more do not mentioning well overrated directorial least female really exist proper make watch try watch even not definitely worth ",45, 54,1
"watch several wonderful great looking excellent one not Not helped make easier always enjoyed intense excellent n't always go together Overall excellent watch Now many either two almost clear grainy disappointed made first almost began think watching other better n't believe spent much transferring hd generally only best only worthwhile either never seen not bought DVD ",45, 54,1
"top finnish close made back nice little called desperate truly true-to-life beautiful one little maybe not so handsome beautiful act beautifully certainly many finnish next make abroad as well ",45, 54,1
"grew popular wonderful dancing only little too young go living wonderful wrong 2 terrible concerned terrible excellent n't know ever missed main alert modern offensive give ",45, 54,1
"good other now introducing twisted short done early slice-of-life removed given went interviewing innocuous such then speed asking seeming boring mundane actually quite funny first added later many making One discussing thin Stick two discussing sniffing different two long suffering saying take find find tired ordinary more liver one definitely worth watching seem little racy old 60 subtle enough n't get there ",45, 54,1
"n't find watch one knew Naturally assumed only enjoy so far only two paralleled perfect take watching eat spit fascinating other nice get final clearly depicted own worst just remain Most interesting erratic respect even now disputable best n't anywhere new again unconsciously still buy though just powerful good Definitely see even more so interesting rare follow so closely so long ",45, 54,1
"Sometimes just laugh Do n't No analyzing critiquing no looking deeper meaning watch all laugh off n't want admit liked Fine n't trash here liked Damn funny ",45, 54,1
"amazing funny entertaining also profoundly deep watch again again unhappy n't take bring bitter unsatisfied resentful n't losing blaming wrong get always wanted finally exactly envisioned take make happy one gaining one truly loved real needed occur not truly there inspirational deep really look deeply humbling so much more blessed know make happy humble not find ",46, 53,1
"sum few next impossible not happening right rapid-fire last clean real thought two French living 28 31 pronounced make beginning follow nine probationary full-fledged Seeking close 36 1 7 find one focus slowly close-knit meaning former very little but one there initial growing as seasoned Then unthinkable 2001 clear blue early go see supposed not far little younger ride chief about 8 42 use Then sudden low flying upwards first 11 1 Once there accompany stick close Once full growing show sole save leave walk Once there second 175 2 Watching capturing unimaginable capture growing one last loved one one carrying 60 long arduous 80 rescue injured trapped also last do selfless Also caught gutwrenching falling hitting choosing jump higher sooner respectful never once capture sensationalistic shot professional also falling two hit second ordered evacuated Then caught south first taken Then make two one structural breathtakingly poignant inside separately document Not knowing alive fearing worst other joyous made back one overwhelming reunited younger one fearful left former believed lost proven only three stunning filmmaking there showing commended deft lesser sensational Narrated 11 sombre restrained never own rather about see also airing special grabbing editing perished see reminded true n't about dribbling selling 9-11 about best finest ",46, 53,1
"did n't want get complicated assume gonna read 30 000 taut overnight quickly planning use chilling warn potential late One many two also two top favorite early more romantic two running other got hand two as well making Especially really complicated charming innocent trying do make feel trapped physically mentally certain really concerned great ride hate see about actually n't mind one take probably so unexpected also nice famous going make also nice changed fighting back also loved ask great whole ",46, 53,1
"Following roughly 7 rocky decided do just one last Super several not qualify always sizable hard hard almost as full 1993-99 too big just cancel too small get precarious presented best most daringly Artistic said Artistic Artistic please remember mean Artistic not just last sure super prepared 2 made Looking past regular went gave proved super pulled Retired n't ready really retire-retire yet So instead rocking running out making former comatose taken quickly as officially summoned seen showing offer great former present follow found deal died previously bringing managed answer long even introduced here unrevealed whole most satisfying original least now leave as classified wrapping neat little surely grading give even no matter here did n't score as high typical weekly ",46, 53,1
"old came good even more eerie terrifying big about 9 seen still one all-time sounding trite just n't make anymore freaked definitely Great incredible ominous setting even haunting highly not alone renting 1977 alone gasping least 10-times ",46, 53,1
"much special better then Maybe difficult understand not Czech not watching just n't mind else just relax ",46, 53,1
"Titanic really surprised did n't solid ten Maybe just cool not give Titanic nowadays first made really came flocked came watch twice safe say obsessed good hard forgot frozen committed killing unruly Many died convey needed hard stepped let not forget amazing not lovely barely knew other die other trusted other sure giving never let go great down very core powerful told brilliant acting excellent beautiful full hard dedicated really ",46, 53,1
"excellent female female did great 2 3 4 proved great very striking resist powerful 2 not great acting not best met something awesome priceless female Well 2 copied other famous such not very talented put show best do really enjoyed watched same 3 rather boring 4 much more interesting 3 n't shown yet ",46, 53,1
"mesmerizing profound intuitively natural inspiring blending white dashing alive aware all made glorious n't spare occasional joining also directed photographed edited incredible perfect not miss fantastic ",46, 53,1
"one n't seen so see again first still termed excessively flowery many far best more intricate all too quickly last ",46, 53,1
"great rather simple handled exceptionally excellent as well lovely acting hot-headed all too often instead Soon reprimanded warned later investigating attacked suspect forced fight protect use excessive killed n't believe cover instead innocent ultimately blamed more this--including involving slimy one better genre--with great gritty superb yet very effective meant ",46, 53,1
"true three British escaped German same resulted 50 re-captured later made very successful same other busy working three massive known two enterprising British came build wooden placed compound shortening tunnel starting build came discussing observing Initially containing one later two hidden wooden carried placed almost same daily vaulted busy digging vaulting positioned also two three escaping faced traveling occupied emerged three tried escape actually hit escaped successfully very accurate true shot actual two traveled Made far less more realistic not more exciting never keep rooting make good crisp acting true taut enough keep based same one far best ever made actual used reprise well deserved ",46, 53,1
"n't hand ten easily really impress gone far come together so nicely one greatest three not more different still powerful cinematic made cry complete not even attempt stop smiling appeared knew done again Everything previous here once again shaky However last one never back see several released simply perfectly satisfying stand fantastic altogether unforgettable ",46, 53,1
"Bodacious existential Hell overcome soulless most intelligent many great past famous travelled collecting took learned abducted finally learned play write love again vanquished fast forward distant evil good called rule cool first send two back living coated mimetic allowing imitate physical good take making terrible like doing change never made leaving more annoyingly bland pop startling good actually killed work save evil inhabiting real mixing modern post modern artistic teach delving very show faced late 80s abandoned dissect structuralist Charging indeed change inspiring achieve such traverse indeed face overcome succeed defeat first truly living not merely surviving many spot least 6 ",46, 53,1
"proud British far funniest lovely underrated iconic bizarre Hello simply watch best always fresh always pushing not need rely little funny willing kill arguably most famous iconic got ",46, 53,1
"excellent admit impressed crusty old reluctantly take said also excellent very moving satisfying ending little underdeveloped particular essential Basically about old little else ",46, 53,1
"initial realizing film literally shaking just ahead not disappointed So true yet so accessible blew always seeing rather listening made dubbed other painting ",46, 53,1
"accepted presented then confused dubious many ever made supposed coming important overwhelming Thank ",46, 53,1
"exteremely good historical excellent tortured brilliantly manic such strange fine sensitive near well explored familiar such eternal evident now go read tragic ending hard keep dry ",46, 53,1
"made low certainly one best seen hanged did n't commit accused strangle several including old old also one local get married foggy very creepy too old Excellent 3 5 ",46, 53,1
"superb mixed many made wrenching good isolated run share fully shared grew together apart Worth seeing put proper ",46, 53,1
"awesome too seriously hate however right faint about 15 ago make simply obvious make watch 1989 looking full multifaceted totally n't watch however humorous silly intelligent engaging enjoy actually more showed hey acting acting n't get much better ",46, 53,1
"watching watching now somehow lost magic other Ever put lost Then found flawless evil blown away phantasmagorical cast all young died dominated wicked go one last different classic causing real only called trapped still slowly losing dominant playing own poison Thus save stopping finding distracting bored dull mysterious strange forged named drew most original take old compare not weave most not ignore want attend show shallow did Instead more selfless more other simply stunning all beautifully made especially sapphire blue match fantastical soft spirit-like highly suggest interested dream-like classic interesting only did not make full other same now out ",46, 53,1
"teaching no longer generally known like see much more very entertaining get explained actually rode not used sounded better watched many doing stand-up good good stand-up excellent highly well worth ",46, 53,1
"Surely one French so far taut atmospheric making full lead hearing use rarely explored truly stunning multi-faceted devious manipulative other open vulnerable keep open ",46, 53,1
"usually steer clear many five one got unusual gloomy well-crafted established very ever present confirmed misplaced even claiming set largely shot stormy dark oppressive outdoors beautifully complement excellent ",46, 53,1
"Colorful western up dig sell get pretty shake crooked Beautiful collaborative Good Universal-International directed Also starring ",46, 53,1
"excellent early 50 low-budget running 80 tough gritty explosive endlessly entertaining already picked up three n't keep wandering exactly invaluable Communist last make However do re-claim initially tasty not real unpredictable tough yet curiously charming stepped knew going get lone maintaining moral winning overly-laconic drawn just n't know going get incredibly modern acting always up well amazing watch Here torn making big selling handing fighting right still pretend never pickpocketed avoid fatal fourth best perhaps best expressed gorgeous quickly rather rather rushed yet kissing slapping hard-edged over-lacquered never worked well major not innocent very vulnerable constantly passed slapped first pouring yet final more tender one n't work brilliant else gritty real heartbreakingly honest stunning particularly interesting loved good full uncomfortable cloistering tight only enhance n't afraid let linger longer standard really allowed yet stunningly away give urban unusual confronting bold uncompromisingly modern 10-10 ",46, 53,1
"One most unheralded great most sophisticated real Twice vocal accidental doubtless one best ever filmed ",46, 53,1
"famous international stressed busy professional successful early return left seven year-old sensitive bullied other live low-paced old invited participate local reluctant shy involved attracted local local affecting daily slow participate repressed abusive violent frustrated fat enough even loving invited participate important opening making come true touching sensitive very beautiful impressive able develop great 132 running top-notch supported magnificent least two awesome certainly last participating making come true not only conservative many European open actually died least reaching became wet two nine ",46, 53,1
"Sure became rapidly uneven always counted deliver fascinating unique many running no two really alike somewhat similar own ten earlier completely different balance darker dark hesitant calling even bizarre occasionally funny truly suspenseful always building almost unbearably creepy overall also exquisite usual great often overshadowed here truly social make more just strange strong also especially sympathetic appropriately annoying often underrated because ready heap just as brilliant 9-10 ",46, 53,1
"took arbitrarily other currently staged musical Most here moving funny sad yes tad exploitive best expanded loved came also see little disappeared hear old too just n't talk anymore interesting get more fell least still aware going certain n't once spectacular disintegrating Yet two constructed now real Well worth ",46, 53,1
"One asked immediately made not Probably not thankfully hardly call same n't want look once magnificent slowly decaying once beautiful now Magnificent lean beautiful young next old Living alone together many broken many two erected optional favorite panty pulled wrapped pinned still beautiful 56 indeed almost luminescent once there constant sexual eating polite strange served fine plastic irrelevant n't thwarted n't get propose as well dead take obvious n't see male Early fell did n't Sometimes difficult hear exactly said same constantly contradict other strange many everywhere one unable take difficult watch well worth ",46, 53,1
"seen understand not used french wordy based rather n't even try watch only obtain reassured not wordy essentially based written cruelly unduly accused rather telling 18 old 8-years sexual jealous executed 1980 still rather unveiling sole pure innocent pitiful ",46, 53,1
"Really touching young prepared human always appealed war personal subjective opposed technical analyzed human put new already ancient distance usual especially focusing traditional tragic smartly sucked dehumanizing give n't believe searching avoid sent overseas ironically finding own just finally going war truly exceptional documentary-style almost transposed Also provide exhilarated usual hopefully awakening luckily escaped drafted ",46, 53,1
"excellent acting writing deep thought provoking most classic well-written distinct also great ",46, 53,1
"brilliant great almost see same neurotic n't work called good played down make highly neglected knew also very good look taller even younger Almost knew doing only not able careful short complete ",46, 53,1
"caught absolute psychological brave protect serve well as taken psychological turned put home also human never ever other instead not prepared not take physical psychological returned powerful moving emotional thought provoking support not only buying going actually listening helping support well taken best so far ",46, 53,1
"only saw once almost 30 ago haunted One particularly only fashioned great undoubtedly mighty becalmed endangering great told sacrifice gain initially around bring Greek marry greatest find Meanwhile proud used fraudulent dishonorable tell protect shot two young looking directly other loved Suddenly other one perhaps love other married sharp sad only instant ",46, 53,1
"human old quite simply brilliant Full involved finished only marvel inherent two ageing ",46, 53,1
"hampered directing final very uneven very convoluted amazing repetitive n't help made wide n't show letterboxed someday Still worth watching popping ",46, 53,1
"lucky enough get see many ago seen never forgotten one playing not very endearing excellent think really come own Here magnificent other never see heard terrific deep gravelly beautifully enhance few Also surround excellent only never ever got see again disappeared black white saw indeed full blue ",46, 53,1
"excellent not put genuine intrigiung funny frightening various first few n't disappointed ",46, 53,1
"contain There few innate swagger separate good truly great so look subtle one good-bye 11 just other disdainfully pick dating far back Five Easy Few Good just add small exclusive terrific explosive borderline impressive same see finer working n't mention insinuate perfect just definitely literally mesmerized raw emotional incendiary all same former one covert pretty much hit become disillusioned led killed perhaps done best left unsaid made hardened bitter perhaps played very reservedly living making very comfortable providing rich Apparently so vibrant paid former such do very well providing needed do financial fine tantalizingly sexy just unbelievably precociously brilliant n't know such play short entire first dependent weaker perhaps emotional not come so succinctly short remarkable Together perfect real developed frenetic visual never better interested see next one rated more one surely elevated really taking versa definite two perhaps not around much obviously little spend Soon taking reading naming bear not just more deep parental present get kidnapped held almost fatally injured trying protect thick ripe unraveled said earlier seen give outstanding never seen possessed dead literal down ubiquitous not easily quelled responsible Mexican always one Also paramount audacious few actually due often frustrated watch bad let off easily inflict entire then not here unequivocal painful here gimmicky homemade placed meant other pulled here one true one five best 2004 Now out DVD get loaded about 6 different 10-10 ",46, 53,1
"about two made trying get 2 hot nationwide beloved hated other rival first saw wet so funny definite see south park love Maybe n't watch inappropriate little 6 1-2 ten 11 ten gotta go reading ",46, 53,1
"really enjoyed best come describe insane around fifty n't let breathe roll very keep guessing entire very well crafted almost brilliant almost more complicated all amazing even small excellent cast also loved gave real independent all great excited exhausting heartbreaking almost hard watch glad did ",46, 53,1
"say bad loved even saw 3 1 intrigued 2 3 bad whole first bad first go Buy 1 well 2 then get 3 sure Dark too n't all ",46, 53,1
"once again establish dynamic actual preparing scripted fictional famous fatal free read drive mad used same earlier black-and-white rehearsing showed advantage evolved fictional performed directing petty libidinal forging do mythic never even close believable bothersome really see next appreciate hardly impose 95 best known more flawed perfect doing negative perhaps ",46, 53,1
"great true alike best quite nice see several totally delivered comical crazed great several loud first started rocky showed sick eating new earlier Instead leaving take helping then cleaning later telling very lady-like great whole then realize just obsessed seemingly great still single shrug think good busy feel guilty working extra even find including going pretty well false missed realize serious getting question very touching got sadly putting sized bought just pregnant Eventually show important go said check saw there knew going best Shortly went gave told about missing really hurting few ago saying best well few ago So separate immature sell inherited did n't remind too much gave stop realizing doing very sweetly showing over shadowed whole new deeper love still even attend final happy ending all 2 up ",46, 53,1
"many winning including make only find paved non-existent watching considering not later musical classic taken most notably temperamental leading concerning one singing got mouthing fascinating making supporting playing negative seen very ingratiating natural not only real briefly try make one also one first young playing actually quite nicely brief particularly about take used more important won leaving quite impressive give proper singing interesting wonderful left such even original referred looking Obviously not going advertise leading 20th substituted showed best So did later five rehearsing only find most likely involving met not bad busy slough necessary speak also temperamental cynical assistant speaking good one stealing ease several only not nice not wrapped fully aware by-passed out-of-the ordinary wanted attend latest double real made play wanting n't know real knocking otherwise two together finding other attractive coming back slapping attacked bought turned actually not too bad even do one two find ending run bad tempered broken singing give do slow Eventually hired singing final give show not quite cute appealing even now worst due Several concerning no longer tolerable trying photograph accidentally watch too darkly get Also too high strung not very tolerable much too much really popular 1937 nearly one last tragic still mysterious 1937 most quite good n't disappoint 2008 ",46, 53,1
"brilliant condensed thoroughly modern briefly commune instead fight perhaps even aged well made early certainly n't look particularly dated still visceral iconic dramatic philosophical-and-cultural shock very few similar compare favourably legendary up there considerable most confronting n't expand here undoubtedly one most confronting entire cinematic achingly beautiful generally overlooked yet quite understandably vanishing fragile often absolutely stunning brief along plunged unrelenting fittingly lean sinewy surprising quickly all very quickly very real established effectively all well-drawn limited spent back just enough know ultimately erupt nowhere frightening prevailing perceived inherent only wilt die barely suppressed animal come here predatory central merely crude terrifyingly amoral petty tangible peripheral urbanised latter 20th very real recognisable wonderful gung-ho almost fatally over-confident think really n't recapture brief dramatic still sputtering up-and-down excluded perhaps not impressed here usual effortlessly accomplished make significant simply great conclude speculate made enjoyed similarly harrowing shot Japanese more typically bleak primordial truly spectacular poetic cinematic few ago producing eventually came avid think gotten green rather last relatively undistinguished Returning impossible imagine such honest unnerving made pretty shameful cinema-going all poorer ",46, 53,1
"noticed certain demand smugly intelligent there own not one see Therefore watching primarily scared very scary well executed creepy many talking such rather teen churned scared watch scarier original also great ",46, 53,1
"seeing excellent 100 still new great special incredible full ingenious excellent ending happy well best ever ",46, 53,1
"so many Almost all supplying emotional retarded deep moving older drawn tiny unforced persuasive meandering full touched overall call out believe again ",46, 53,1
"As writing nearing 30th since spawned 7 whole Top 10 always there quite amazing made around 300 000 featured then almost completely unknown up coming young go big here hold all say fantastically simple spooky really unforgettable goosebump-inducing high great careful not show too much Good then mostly unknown good one scary evil eerie stay slow steady never most other one more big Probably not nearly as scary now then Many really Final start saying not favorite not popular really truly important reaching new just remade new n't mean forgotten no 5-5 ",46, 53,1
"there great single ever made helped resolve some not Unfortunately actually did watch most lost made heavy probably appropriate as opposed separate gotta take get make more feature ",46, 53,1
"one top 10 Many seeing first knowing little about many probably n't understand so enthralling try explain very rich historical cultural few minor completely forgivable retelling famous young according loyal however dark political One main 1000 fail fall believed civil fall collapse Next often escaped disguised scare said began historically nicely Then various depicted including Esoteric all depicted quite accurately just add little extra convey integral magic add extra as make tactical menacing filled fascinating surprisingly true-to-life costuming also completely unmissable very authentic great very brooding ominous also thought actual acting surprisingly good great brooding depicted young testing growing increasingly drunk own scavenging interesting common less flattering fancy social see so good really dig old Japanese see retelling almost lighthearted gory infernal ",46, 53,1
"unfairly cancelled get back perfect familiar also catchy all great own actually sound very similar n't bad quite inspirational spot severely lacking 9-10 ",46, 53,1
"one sweetest most feel-good romantic ever made just no getting hard actually put feeling not one too hard come oddest possible get two together innate contained highly believable boot easy think beautiful other ever told happen n't often get other romantic however sweet heart-warming n't most auspicious first working past nine asking very beginning mostly ludicrous one big hired next six even unconsciously other passed 237 pretty thin base entire expertly fleshed-out brilliant supporting made entirely engaging fatherly lonely really always faced asked honest smarmy ultimately gloriously righteous ambitious more promoted unpretentious played little unceremonious subsequent shop help two nice supporting well-developed own almost touching one new made whirling beautiful Hungarian glad not alone care even n't tell Aside say truly one best n't play full-fledged prickly abrupt not particularly kind rather brusque little perhaps very boyish soon come corresponding n't see far take especially quickly given stormy loving exchanged not equate loving fictional become hilarious extreme also proving n't reveal there just n't reveal there perfectly controlled often wont do even especially yet reveal much sheer eventually Special given other well rather less well first really own almost broken again most vivid great jealous driven nervous rediscover 22 not want grow old meek loyal wonderfully regular hilarious Russian --of particular good present really instead ludicrous so hung really proud famously lavish meticulous given well worth right down Hungarian so on even chose set actually universal happen anywhere happen simple believable really real well least as real make brought great make as real possible make even more believable entire dreamy replicated No not even really missing about Not detract other good done watching instead sweet funny charming impeccable all so lucky as depicted best away feeling very possibly ",46, 53,1
"first now hooked different watching once enjoying n't disappointed superb melodic very catchy visually compelling especially surely one most beautiful anywhere spellbinding different looking uplifted cheered stimulated catch ",46, 53,1
"seen countless thoroughly enjoyed mostly due lovely great incredible starring bound entertaining ",46, 53,1
"FATTY simply funniest most original entertaining ever seeing even starring editing acting else though very original enjoyable obviously done making all crew really break acting n't need huge decent make great all original doing simply best ever n't care rent order steal download just now just make DVD ",46, 53,1
"first kicked literally slowly decreased put started watch halfway either bored just plain confused advise new simply watch n't get slower acting excellent why 5 planned least 4 oh well keep watching dialogue flowing ",46, 53,1
"best ever done pure wonderful as always main best down ",46, 53,1
"great covered great sometimes jaw-dropping n't too terribly orignal basically modern only enjoyed however bad actually seemed bad usually bad menacing lead bad brillant Check one out ",46, 53,1
"contain so beware 200 000 thousand two million make Sometimes so angry apparent small strangely very remember many here not bred raised care zone Help done relative did native enslaving think grown late 60 early 70 now OK as long justified only then look other horrible somehow doing good impose contradictory hypocritical ashamed affected back done supposed n't want global many American runaway one back so Regardless no one unwilling give n't stand stuck alone forcibly unjustly removed Not one alike forget around around Do n't buy simpler more natural somehow less worthy observed preserved basic human 2000 away basic human ",46, 53,1
"really addicted really good really slow surely pick soon new air heard great future first sure please amazing as well worth central ",46, 53,1
"3 most definitely very enthralling captivating very cleverly plastered 3 unturned revealing shocking rich famous dark analogous prevailing constantly craving more more higher driving do most shameful imaginable ranging signing possible such wide social suffocating mind-boggling all intertwined completely convoluted nice as peppy excellent ",46, 53,1
"first struck editing truly almost open-hearted 1971 drawn great ideological twentieth own fight much tame escape Even spectacular photographic also told entirely never lived turbulent true fantastic came continue amaze again again ",46, 53,1
"still best hilarious last also funny tearful funny 70 perfect Just long enough last 20 just totally unrestricted watched growing watching more laid back comic pretty cool Not putting watch bloated bless ",46, 53,1
"came looking offbeat independent glad say did disappoint crazy wondering ending excellent one really shown agree little very talented stole creeped say much did great putting short together just fell tell great did well written undoubtedly strongest great acting enjoyable most important here Good n't wait see more ",46, 53,1
"hilarious watched just see again not only watch nominated n't recap seen other light-hearted laughing n't take too seriously watched not n't win just watched appreciated True not necessarily bad use sometimes lighten see Whipped not n't 1-4 ",46, 53,1
"Really more easy truly bad done very well many very entertaining little convoluted noirish centered Just old too so n't always know make first too deeply try put together enough keep guessing surprised abandoning also easy great laden as up mysterious sexy fun more passable keep interested did did n't two twisty done effectively noirish dark very stark modern same straight industrial go sexy always beautiful--press anywhere interesting also effectively first little more real particularly bisexual shocking treated more matter-of-factly here typically used better still titillating not done so readily done first n't say n't still somewhat let face supposed easy noirish driven twisty sexy bound enjoy intended ",46, 53,1
"Wow n't believe first only one post great seemed interesting enough real attracted one granted most probably too happy just plain same same watched many one now one few big main like great Baiscally storywise usual more amount Also very notable great named vincent very appreciated n't too bad hired mainly nude reap one all get kill other waiting explode true scheming initially whole due deranged only add left right well welcomed very non happy well maybe kept very interested great highly recommend probably n't like n't watch cause anyway ",46, 53,1
"surprised stating made same did young crafted almost polar impulsive reunite divorced almost new accept strong younger rejecting too seen say disparate early talented young completely winning most impressive clear occasionally shrill over-emphatic more energetic early watching self-confident knowing naturally effervescent overall subdued tender more serious never guess FIRST 14 year-old prior professional consisted almost exclusively two vocal Given much publicized last impossibly stressful never know clearly still developing acting equally true early much more experienced extraordinary absolutely unique even here first remain immensely likable often quick-tempered though occasionally shrill never second coy afflicted many including other young followed short great much more just beautiful other pure truly remarkable glorious most remarkable able project slightest adult periodThe also delightful heavily influenced screwball up first-class screwball such light entertaining True hardly realistic realistic other looking genuine sweet funny entertaining wonderfully charismatic gifted adolescent terrific supporting n't let ",46, 53,1
"interesting amazingly rise become greater Average 30-somethings excellent facial become one modern came away same first saw 1969 startling morally bankrupt deserving well documentedly stolen restless Unfortunately live got better culminate 2012 4 ",46, 53,1
"four teenage growing most level-headed move divorced addicted bad beaten overprotective more mature new seen one one big accurate graduated high 1980 first saw surprised realistic got down completely right Even main big came hit harder other teen understand relate knew high just dated never see again good giving best excellent realistic well-done Even small more less realistically played teen very good movie--essential came 1980 deserved swearing seen 8 ",46, 53,1
"detailed back pre-partioned chose difficult worked meticulous bring very delicate Even not real most made one not gory attract come given impressive acted showing guilt-ridden done good too ",46, 53,1
"saw once late knew best ever one few decent main seamless whole great ",46, 53,1
"Just watched early first named here as linked first directing wascally wabbit different provided one more familiar according channeling shy pet obnoxious turning real loud pretending die repeatedly saying Even different definitely mischievous laughed blue whole According additional just giving went probably considered too sad mental just as well lost highly ",46, 53,1
"wanted see longest great one favorite first ten thought great follow drag terrific seemed flow only keeping most beautiful good expected more great ",46, 53,1
"OK do begin changed seamless out done Initially first disappointed n't seen silver However before exploring many Oh almost as flawless acting told used only so impressed other talking reminded favorite blue pornographic certainly still blown away martial involved matched only indicating possibly playing retard timeless best come ",46, 53,1
"taken old stood produce dark gory spellbinding terrific-looking unfamiliar n't need nicely along Well worth seeking even English-language ",46, 53,1
"1970 five made first color many intertwining small mentally retarded operating slowly know more small two not happy old rob very poor ever afford own all full happy sad first see Maybe too much many different hard settle get n't get wrong not best coming greatest much better 99 ",46, 53,1
"young ever know much past few seen thought cool did n't want buy knew So one came decided watch did n't know going about watched great found n't known as kid great die tied going always fighting cried described feeling also clever flirted liked first met stood then once turned disappeared great now even find ",46, 53,1
"best pulled perfectly considered modern basically two mindless sit back relax perfect turned shortly Considering somewhat shallow said got see just Foregoing started watching mentioned million actually said replied n't know real now somewhat dated see else ",46, 53,1
"Back 74 made classic V Good always favorite watching always seemed not most felt little jealous winning sit watch Good dead there save always favorite 3 came 8 ended Instead 1974-1979 went longer 1980 just growing ",46, 53,1
"very funny British happen declare independent post-war Merry happen ancient ceded ago small historical long forgotten new however unexpected live free excellent minor suddenly leading one tiniest stand-out ",46, 53,1
"n't suffer bad 1990 talking 2 still used most did 80s biggest most did special available n't 2 released following realized began use fond even very menacing not face really good back-up great working backing did n't expect very troublesome think so n't ",46, 53,1
"enjoyed deal powerful just terrific especially lifelike even little scary slightly frightened going top wonderfully feminine Usually create only interesting close same yet really n't treat just n't Not many worth seeing contemplate human-animal ",46, 53,1
"60s about Italian two quite realistic many foreign get used new new difficult especially n't know difficult typical Italian named also different same work very hard pay engage more stop n't want tell watch nice one also made examined different cultural few ",46, 53,1
"blew see only one animated see one instead better Also stay best 9 ",46, 53,1
"Not only better final better made ever seen Looking Top 250 only one small made increase 2 admit original several better did n't mind just LOVED able enter again ",46, 53,1
"05 go knew never went decided go then caught 4 stunning n't caused Mexican french-subtitled still shocking urban crude stunning also almost more serious so kinda 4 much too much stunningly strong also not crude One very hard even more believable anymore impressive astonishing 4 n't forget soon shaking stunned ",46, 53,1
"3 young find love hot mechanical Not outdone rode recently saw nearly forgotten remembered good good 1980 wore black just prime stunning red ideal even split just so good getting back together amazing hear ",46, 53,1
"genuinely good great acting good narrative good producing quite improving one remember made literally thinking marvelling various emotional great also sweet compared face technically superior comparable best coming other ",46, 53,1
"marvelous same excellent extra large wonderfully variable facial acting different diverse enjoy did ",46, 53,1
"little-appreciated one watch masterful tongue-in-cheek menacingly humorous just right irreverent oft-told Generally untrumpeted unappreciated check join going up ",46, 53,1
"saw 25 ago very difficult watch So real watch small heart rending courting thrown together put make work based actual many later said died little all work feed learned mow not lady-like afraid charming want sun-browned calloused so happy new knew mow happy do widowed together worked build new so so sad died sure fine only extra sad crying so hard then went successfully pulled new did two more lived ",46, 53,1
"did n't said first thought heard gay all known made trying get sick great surprisingly upbeat not pissy pretentious pessimistic n't even remember basically consisted naive young going trying male basically thinking easy only hit hard hustling charging sexual Then called cute gay lovable one surprisingly so sweet heartwarming watching friendlier such such actually sad pitiable very sick very depressed self-conscious called go much better resolved learn famous there heartwarming watching all get many hilarious trying steal getting caught well free n't steal Well free then n't classic completely unscripted unscheduled almost hit walkin here walkin here so believable never believe grow distinguished respected grow legendary beloved not first worked together lead so thick intense Then sad quite call depressing falling apart all barely walk barely eat sick hurting badly only away finally wrong not make go mope miserably as just lost 13 great pretty much just Talking played appropriate odd great one good perfectly Go see great go buy ",46, 53,1
"damn good See still n't Great Awesome just awesome incredible certainly take ",46, 53,1
"seriously rocked first opened felt too slow n't quite moving forward quite unimpressive male more tracing more see multiple moving together fantastic Additionally felt developed very true form real real n't stupid completely obvious going interesting watch grew certain just interesting watch few seemed also unique one did n't replaced as soon died loved rocked finishing final just Seriously pushed forward last even more Good ",46, 53,1
"saw ago found completely real underlining stupid indeed actual well Much few serious sandwiched shot ordinarily sober found laughing bumbling actually find common there sure many done n't want find about end found much disliked completely dumbfounded absolutely terrible higher rent n't find laughing least once compensate rental ",46, 53,1
"really did save enabled remain big mid most big gone Only remained prestigious appeared short initially suggested unavailable switched Initially definitely supporting so vivid rewritten make European beautiful three smart three sailing giving glorious Singing not too well planning remarry younger three trusty go reunite best remembered stern along scatty determined marry wonderful typical pesky enthusiastic as pretty just melt glorious also one funniest take Oh see enough around here hire romance meet due mistaken hasten take own away taken local trying convince young happily sailing patch phoney Highly recommended ",46, 53,1
